worker,op,code,latency_ms
31,write,201,234.32
31,write,201,263.66
10,write,201,91.27
10,write,201,228.11
28,write,201,218.15
28,write,201,262.15
20,write,201,197.3
20,write,201,160.0
12,write,201,175.47
12,write,201,205.36
16,write,201,167.94
16,write,201,250.25
8,write,201,126.67
8,write,201,137.93
26,write,201,195.93
26,write,201,210.13
17,write,201,219.64
17,write,201,266.21
4,write,201,93.78
4,write,201,222.21
